date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2017-09-29,241264407.87,5755.0,7441960000.0,447.66,148725000.0,162.5,1.25288,
2017-09-30,272005134.712,8445.0,7258880000.0,436.64,150565000.0,7350.0,1.64584862,
2017-10-01,402621317.595,7883.0,7207770000.0,433.38,164290000.0,12125.0,1.25746341999,
2017-10-02,277158752.298,7252.0,6921580000.0,415.87,219590000.0,5462.5,1.2556313,
2017-10-03,214354167.152,4542.0,7022370000.0,421.79,130247000.0,175.0,1.02391342,
2017-10-04,454621906.487,9481.0,6729640000.0,404.2,251584000.0,10600.0,1.89150925,
2017-10-05,466803431.917,8625.0,5971260000.0,358.42,268341000.0,14112.5,2.39906598999,
2017-10-06,352373797.734,6088.0,5926540000.0,355.44,182031000.0,425.0,1.16513426999,
2017-10-07,210554588.764,5044.0,6062860000.0,363.6,91004000.0,1762.5,1.19532024,
2017-10-08,358127141.719,6828.0,6004940000.0,360.09,203754000.0,1337.5,1.58498505,
2017-10-09,472693418.637,9074.0,5716320000.0,342.76,288075000.0,1137.5,1.84858971998,
2017-10-10,281080274.874,8335.0,5224170000.0,313.22,367809000.0,1400.0,2.04591345,
2017-10-11,209360493.974,7284.0,5341000000.0,320.2,131577000.0,1250.0,1.92143734003,
2017-10-12,386086853.641,12256.0,5262390000.0,315.47,262066000.0,6950.0,3.01332509001,
2017-10-13,270662770.292,14947.0,5242630000.0,314.15,288210000.0,11612.5,4.41591041,
2017-10-14,168166773.433,12997.0,5369720000.0,321.54,164137000.0,1175.0,7.54337325001,
2017-10-15,111586628.796,8288.0,5384760000.0,322.42,133385000.0,525.0,2.91138846,
2017-10-16,213585312.512,9968.0,5265400000.0,315.26,117797000.0,700.0,2.41668296001,
2017-10-17,358118746.56,13193.0,5239520000.0,313.7,1008160000.0,387.5,2.74179545001,
2017-10-18,400441848.591,10049.0,6240990000.0,373.65,477184000.0,1187.5,2.56346339999,
2017-10-19,176022995.918,9348.0,5667070000.0,339.27,195578000.0,1437.5,1.77423759001,
2017-10-20,241984751.401,18183.0,5527860000.0,330.9,160204000.0,1500.0,2.11907119,
2017-10-21,160118563.829,9069.0,5458980000.0,326.75,129938000.0,937.5,1.66897923,
2017-10-22,168053926.921,7376.0,5405020000.0,323.5,355546000.0,175.0,1.39896010001,
2017-10-23,177188034.295,9250.0,5524790000.0,330.67,191558000.0,1350.0,2.01424906,
2017-10-24,182691690.845,8717.0,5278410000.0,315.9,267442000.0,1975.0,1.86735472,
2017-10-25,176364081.034,10485.0,5457720000.0,326.59,151935000.0,2150.0,1.98621041,
2017-10-26,199960479.134,9350.0,5550700000.0,332.11,234967000.0,4987.5,1.89708771,
2017-10-27,228240103.409,11743.0,5655870000.0,338.3,501989000.0,14600.0,2.39550734,
2017-10-28,443407504.195,11800.0,6183520000.0,369.54,781037000.0,15675.0,2.23479461999,
2017-10-29,734735370.457,12962.0,7042260000.0,420.47,2002440000.0,1162.5,2.45184143999,
2017-10-30,556797729.196,14855.0,7679000000.0,458.45,796409000.0,912.5,3.254575,
2017-10-31,350825008.695,11353.0,7527260000.0,449.37,343799000.0,962.5,2.18451816,
2017-11-01,481242998.42,13645.0,7342250000.0,438.3,1152230000.0,1000.0,3.06784607001,
2017-11-02,716951960.015,17751.0,8840010000.0,527.68,1632060000.0,1012.5,3.93366783,
2017-11-03,902567144.49,22425.0,9839760000.0,587.32,1682210000.0,4437.5,4.2538031,
2017-11-04,444578842.295,15077.0,10647200000.0,635.35,1161370000.0,3750.0,2.82618354001,
2017-11-05,445541216.03,16958.0,10390900000.0,619.91,816028000.0,2275.0,3.10678128,
2017-11-06,659813587.146,19297.0,10566600000.0,630.31,794105000.0,2787.5,2.92330696,
2017-11-07,427648531.207,17192.0,10105200000.0,602.68,375367000.0,2775.0,3.41629939999,
2017-11-08,809767593.997,23218.0,10317500000.0,615.24,837646000.0,2725.0,4.12320792,
2017-11-09,1118960333.74,24815.0,10437700000.0,622.31,710387000.0,1762.5,4.45365019001,
2017-11-10,3918163445.43,46855.0,10933000000.0,651.77,5195420000.0,5675.0,8.12904659008,
2017-11-11,6366966068.53,46787.0,16807400000.0,1001.64,5139770000.0,9300.0,8.19722994006,
2017-11-12,7083815079.86,76458.0,22614400000.0,1346.97,8371320000.0,10862.5,14.59882916,
2017-11-13,3143076570.21,35112.0,23214700000.0,1381.82,4850570000.0,762.5,8.31108119,
2017-11-14,1511310959.28,24406.0,22626200000.0,1346.73,1697910000.0,1700.0,8.0931007,
2017-11-15,2027736086.16,24790.0,21335600000.0,1269.79,1321780000.0,2112.5,7.43158824001,
2017-11-16,1404435967.45,28469.0,20202000000.0,1202.17,2034690000.0,1025.0,7.97368086001,
2017-11-17,1956141566.76,22432.0,15279000000.0,909.16,3203430000.0,1950.0,9.22575883,
2017-11-18,1481122861.05,22013.0,20125900000.0,1197.43,3053770000.0,2075.0,6.2505701,
2017-11-19,1827301432.38,14869.0,21196200000.0,1260.95,1285910000.0,1662.5,4.09528383999,
2017-11-20,1107659038.26,15738.0,19710200000.0,1172.43,800053000.0,1762.5,3.60323072,
2017-11-21,1578425751.41,18071.0,20525100000.0,1220.78,772859000.0,1912.5,4.30914317,
2017-11-22,1585017288.68,18927.0,19758600000.0,1175.06,1517620000.0,1862.5,9.38299134999,
2017-11-23,1721300584.89,27057.0,21899400000.0,1302.23,4112090000.0,2012.5,3.40935394999,
2017-11-24,1700441784.33,24345.0,27782400000.0,1651.86,3128960000.0,1637.5,3.23172586,
2017-11-25,1151359033.08,18565.0,27484900000.0,1634.0,1560040000.0,1837.5,2.72247894,
2017-11-26,903079478.824,18929.0,26434500000.0,1571.39,1593050000.0,1762.5,2.33252906,
2017-11-27,2333463864.88,20146.0,28986800000.0,1722.93,1391460000.0,1525.0,2.52455452,
2017-11-28,2603549986.9,23380.0,27277200000.0,1621.17,1274880000.0,1812.5,2.63699524001,
2017-11-29,2393875824.77,28233.0,25941800000.0,1541.63,2345250000.0,1774.85590507,3.30871310001,
2017-11-30,1746643605.52,21815.0,23230400000.0,1380.36,1211730000.0,1675.0,2.35942721999,
2017-12-01,1116284839.96,19169.0,23257100000.0,1381.81,965151000.0,1850.0,2.18879575,
2017-12-02,1040892367.22,17581.0,24610500000.0,1462.06,574510000.0,1712.5,1.95560365,
2017-12-03,1544018413.35,21761.0,24163600000.0,1435.36,1476740000.0,1787.5,2.25182489001,
2017-12-04,1602788806.22,21854.0,26267300000.0,1560.16,780634000.0,1775.0,2.23789110001,
2017-12-05,1867736673.23,20813.0,26606900000.0,1580.16,1032800000.0,1850.0,2.15972999001,
2017-12-06,2312020594.5,26703.0,25234400000.0,1498.49,1154620000.0,1950.0,3.11935040999,
2017-12-07,1664284832.86,24274.0,24095900000.0,1430.71,1285210000.0,950.0,2.98545941999,
2017-12-08,12446260991.4,27341.0,22386700000.0,1329.16,2553980000.0,2162.5,3.22386862,
2017-12-09,2383547521.11,18108.0,24671600000.0,1464.63,1059610000.0,1850.0,2.63721723001,
2017-12-10,1674209812.57,16352.0,23784900000.0,1411.84,885886000.0,1625.0,1.79230544,
2017-12-11,1025706854.22,22787.0,22239900000.0,1320.0,922792000.0,1825.0,2.41267119,
2017-12-12,1620636490.36,25125.0,24051800000.0,1427.38,1386250000.0,1800.0,2.84742061999,
2017-12-13,2536909430.17,23160.0,27249600000.0,1616.99,1245190000.0,1975.0,2.40974637,
2017-12-14,3785265693.85,35177.0,26977700000.0,1600.67,2717410000.0,1887.5,3.5602122,
2017-12-15,2822854266.91,28591.0,33284800000.0,1974.66,1457230000.0,1699.99577502,3.49314199,
2017-12-16,1829889280.06,25037.0,30762600000.0,1824.85,971255000.0,1550.0,3.32447723001,
2017-12-17,1024788870.69,28796.0,30554500000.0,1812.33,1020590000.0,1862.5,3.87252355,
2017-12-18,2915033740.5,32452.0,31516900000.0,1869.21,2538650000.0,2187.5,4.21425997001,
2017-12-19,9494167287.85,57288.0,37083300000.0,2199.06,3913340000.0,1887.5,6.67871052001,
2017-12-20,13936577839.5,127904.0,47644600000.0,2825.03,11889600000.0,2037.5,32.78148611,
2017-12-21,6913188586.34,77136.0,65933700000.0,3909.0,3664330000.0,1637.5,7.75477235001,
2017-12-22,5742147570.65,54048.0,56071800000.0,3324.0,3877770000.0,1575.0,6.53308475,
2017-12-23,4013180458.72,47006.0,46342000000.0,2746.95,2843310000.0,1987.5,4.34047209001,
2017-12-24,2427966439.34,34686.0,55013200000.0,3260.55,1712160000.0,1987.5,2.75322425,
2017-12-25,2030654559.08,28791.0,49430800000.0,2929.35,1355440000.0,1562.5,3.09369754001,
2017-12-26,2027095981.21,31570.0,49745700000.0,2947.74,1544430000.0,1787.5,2.64458879,
2017-12-27,2722005793.25,47033.0,52461200000.0,3108.32,1406450000.0,1775.0,5.07017577,
2017-12-28,2890146498.76,33174.0,48758700000.0,2888.64,3221300000.0,1837.5,3.19988789001,
2017-12-29,2880421348.14,43170.0,43677000000.0,2587.3,2479420000.0,1687.5,5.07105197001,
2017-12-30,1931814672.64,35630.0,47129800000.0,2791.55,1257760000.0,1975.0,4.99510947,
2017-12-31,1329870462.53,28315.0,40134900000.0,2376.96,1300820000.0,1775.0,4.01495387,
2018-01-01,1642247317.68,24050.0,42804800000.0,2534.82,922813000.0,1637.5,3.27212982,
2018-01-02,2406613387.11,42971.0,41114800000.0,2434.5,1831230000.0,1987.5,4.19690236999,
2018-01-03,7642276318.92,47394.0,45613300000.0,2700.55,4688840000.0,1650.0,4.16219664001,
2018-01-04,4370271102.77,51493.0,44069100000.0,2608.87,5377260000.0,1825.0,4.80237917,
2018-01-05,5275469841.48,46082.0,40557600000.0,2400.74,2115710000.0,1675.0,4.23417229001,
2018-01-06,5256568703.04,40660.0,43653200000.0,2583.71,1669160000.0,1912.5,3.15300169001,
2018-01-07,3325338427.87,36338.0,47054000000.0,2784.68,1444780000.0,1837.5,8.79931547,
2018-01-08,3948832712.23,37027.0,47091600000.0,2786.6,1428900000.0,1575.0,12.46138623,
2018-01-09,5230540652.09,40223.0,40770900000.0,2412.36,1084750000.0,1900.0,6.60752891999,
2018-01-10,3278231085.14,42595.0,40398000000.0,2390.02,2578810000.0,1975.0,7.66417152001,
2018-01-11,3385134870.53,35538.0,48880800000.0,2891.55,1947950000.0,1912.5,5.99672875,
2018-01-12,8200906888.16,34997.0,41859100000.0,2475.9,1110220000.0,1687.5,5.69679194003,
2018-01-13,3814912607.5,55684.0,44260300000.0,2617.66,1218570000.0,1887.5,6.06170251002,
2018-01-14,1800538627.93,110551.0,45439500000.0,2687.1,993310000.0,1887.5,11.45334225,
2018-01-15,3435552552.53,105658.0,42983500000.0,2541.58,1412360000.0,1575.0,10.36320726,
2018-01-16,3059440034.97,34235.0,40708800000.0,2406.86,1704030000.0,1775.0,6.12757129001,
2018-01-17,2084293229.48,39742.0,29899500000.0,1767.58,1457730000.0,1787.5,5.59885731002,
2018-01-18,1533142202.68,40297.0,29643600000.0,1752.27,1024060000.0,1900.0,5.18431713001,
2018-01-19,811973416.011,25075.0,29442200000.0,1740.17,743247000.0,1887.5,3.29693698,
2018-01-20,765982717.697,24322.0,30191500000.0,1784.26,1116240000.0,1587.5,3.53660992001,
2018-01-21,502762683.976,21762.0,34415500000.0,2033.7,745179000.0,1800.0,2.68572294,
