date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
2014-10-25,2085.46078917,737.0,24519.0,7e-06,707.0,73000000.0,99.33830099,
2014-10-26,1765.42353189,599.0,24407.0,7e-06,2234.0,70900000.0,72.6737169977,
2014-10-27,5742.12356445,607.0,40807.0,1.1e-05,2857.0,76100000.0,92.6877700231,
2014-10-28,3962.608187,1179.0,37687.0,1e-05,2185.0,75100000.0,121.731987007,
2014-10-29,1294.73384144,1154.0,15542.0,4e-06,1221.0,76100000.0,123.411068997,
2014-10-30,1554.02360383,999.0,26243.0,7e-06,1116.0,93100000.0,119.974335999,
2014-10-31,2102.87923396,1548.0,25912.0,7e-06,1444.0,90200000.0,158.193491005,
2014-11-01,2418.38113205,1504.0,25137.0,7e-06,269.0,88700000.0,163.797505993,
2014-11-02,1036.81889307,1673.0,15363.0,4e-06,295.0,89100000.0,174.597362008,
2014-11-03,1214.84916776,1649.0,18086.0,5e-06,286.0,63200000.0,172.754061995,
2014-11-04,1401.11671009,1777.0,14550.0,4e-06,551.0,43950000.0,186.149323015,
2014-11-05,615.121476893,2478.0,17533.0,5e-06,1592.0,50350000.0,256.355301001,
2014-11-06,543.184027069,1998.0,14112.0,4e-06,203.0,45250000.0,211.922852,
2014-11-07,463.883544576,1761.0,13586.0,4e-06,101.0,42750000.0,184.632086997,
2014-11-08,1966.63234664,1461.0,14844.0,4e-06,1707.0,44800000.0,165.727712146,
2014-11-09,1398.73352183,1907.0,15560.0,4e-06,538.0,51350000.0,207.771456998,
2014-11-10,834.864738077,3016.0,21373.0,6e-06,147.0,61050000.0,309.031122,
2014-11-11,697.377203724,2150.0,14845.0,4e-06,134.0,48550000.0,233.621590007,
2014-11-12,842.389922812,1987.0,14467.0,4e-06,102.0,46150000.0,213.344176027,
2014-11-13,837.782450278,2470.0,16056.0,4e-06,214.0,57450000.0,271.338584005,
2014-11-14,660.444099507,2503.0,15645.0,4e-06,101.0,58400000.0,257.564312,
2014-11-15,678.57729912,2637.0,14638.0,4e-06,171.0,53650000.0,276.239175001,
2014-11-16,462.610910772,2115.0,14941.0,4e-06,160.0,45950000.0,221.510948,
2014-11-17,838.257819657,2080.0,19468.0,5e-06,235.0,37275000.0,216.405204001,
2014-11-18,292.849840225,2263.0,14399.0,4e-06,174.0,28450000.0,230.850645,
2014-11-19,719.882078842,1711.0,13905.0,4e-06,492.0,24800000.0,190.623220018,
2014-11-20,465.653245029,1561.0,14183.0,4e-06,366.0,22600000.0,229.671080995,
2014-11-21,282.065949684,1580.0,13303.0,4e-06,87.0,21525000.0,188.315543,
2014-11-22,189.331252111,1456.0,13210.0,4e-06,37.0,22925000.0,157.564748,
2014-11-23,301.055387184,2291.0,13396.0,4e-06,66.0,31475000.0,232.824871999,
2014-11-24,371.006574782,2655.0,13125.0,4e-06,143.0,35725000.0,268.802708996,
2014-11-25,255.032881786,2714.0,13889.0,4e-06,22.0,37250000.0,292.448115999,
2014-11-26,263.378817114,3091.0,10796.0,3e-06,16.0,34850000.0,314.137345998,
2014-11-27,253.459255153,1853.0,10050.0,3e-06,134.0,26900000.0,187.926649001,
2014-11-28,268.063226354,2882.0,13703.0,4e-06,9.0,38100000.0,292.632057,
2014-11-29,227.802371086,1326.0,13954.0,4e-06,75.0,24250000.0,140.453815995,
2014-11-30,317.375034671,1413.0,13562.0,4e-06,59.0,25725000.0,145.281371998,
2014-12-01,191.348227275,1006.0,14043.0,4e-06,119.0,21425000.0,104.257503,
2014-12-02,478.432429398,1207.0,20423.0,6e-06,131.0,22950000.0,132.107187995,
2014-12-03,111.227844545,868.0,16538.0,4e-06,46.0,18050000.0,89.973412,
2014-12-04,730.51818998,1125.0,17764.0,5e-06,377.0,21975000.0,120.902036002,
2014-12-05,631.451234216,868.0,17331.0,5e-06,22.0,16725000.0,98.2504049984,
2014-12-06,1413.00595981,902.0,16933.0,5e-06,48.0,19100000.0,3610.53295003,
